date,open,close,high,low,volume,amount,code,name
2022-03-17,668.18,643.27,678.63,638.15,98487,864860800.0,002179,中航光电
2022-03-18,635.55,611.38,635.55,588.84,155068,1258315168.0,002179,中航光电
2022-03-21,612.57,626.95,633.4,611.38,75251,626387072.0,002179,中航光电
2022-03-22,626.88,605.08,626.88,599.96,84061,678074864.0,002179,中航光电
2022-03-23,605.23,608.86,625.54,595.29,105078,860000752.0,002179,中航光电
2022-03-24,607.67,600.7,607.67,594.4,60162,479544480.0,002179,中航光电
2022-03-25,597.59,597.74,609.97,594.4,47933,383254944.0,002179,中航光电
2022-03-28,594.03,580.83,597.74,577.72,61060,475412784.0,002179,中航光电
2022-03-29,582.91,588.1,601.45,582.76,61056,480272896.0,002179,中航光电
2022-03-30,592.92,594.77,599.52,583.65,76614,604497632.0,002179,中航光电
2022-03-31,599.44,584.32,606.49,580.76,65657,515642608.0,002179,中航光电
2022-04-01,579.35,610.57,612.27,579.35,97986,787250672.0,002179,中航光电
2022-04-06,610.49,619.98,624.43,602.41,63127,517477904.0,002179,中航光电
2022-04-07,619.24,607.01,627.77,605.38,34130,278376624.0,002179,中航光电
2022-04-08,608.86,598.48,608.86,594.77,47137,376077872.0,002179,中航光电
2022-04-11,600.11,568.08,601.45,561.4,78456,596978656.0,002179,中航光电
2022-04-12,568.08,556.88,575.57,553.1,63226,469992112.0,002179,中航光电
2022-04-13,556.96,535.08,557.77,528.11,88559,631262736.0,002179,中航光电
2022-04-14,543.16,546.72,556.88,536.64,82391,600191280.0,002179,中航光电
2022-04-15,546.72,536.79,550.51,529.22,64875,462092656.0,002179,中航光电
2022-04-18,537.68,559.11,561.78,531.0,61338,450102496.0,002179,中航光电
2022-04-19,559.11,558.96,564.0,553.25,30201,224102467.0,002179,中航光电
2022-04-20,559.03,555.92,559.11,550.28,21891,161424264.0,002179,中航光电
2022-04-21,552.66,533.3,561.03,532.49,40743,293916384.0,002179,中航光电
2022-04-22,529.52,531.37,534.86,521.22,40611,285627264.0,002179,中航光电
2022-04-25,527.15,497.71,527.22,491.71,60576,407184736.0,002179,中航光电
2022-04-26,498.01,468.72,504.98,466.72,97571,620195664.0,002179,中航光电
2022-04-27,463.53,511.35,512.91,459.08,78537,510623280.0,002179,中航光电
2022-04-28,509.72,531.75,536.94,494.0,89077,617007440.0,002179,中航光电
2022-04-29,529.97,569.56,571.71,527.3,87529,646244352.0,002179,中航光电
2022-05-05,569.64,593.36,601.45,567.34,123419,973606352.0,002179,中航光电
2022-05-06,578.46,588.54,600.56,571.79,72726,568339600.0,002179,中航光电
2022-05-09,588.54,608.93,619.61,585.21,93254,756457920.0,002179,中航光电
2022-05-10,601.89,602.93,615.24,590.84,104421,833265920.0,002179,中航光电
2022-05-11,597.44,612.94,624.51,597.44,85507,699640640.0,002179,中航光电
2022-05-12,605.38,595.81,610.79,585.13,66332,525031232.0,002179,中航光电
2022-05-13,597.07,591.06,599.0,581.65,39088,306407776.0,002179,中航光电
2022-05-16,595.37,592.7,612.57,584.91,42220,334628592.0,002179,中航光电
2022-05-17,593.29,601.96,611.01,587.36,54242,433345328.0,002179,中航光电
2022-05-18,605.89,601.82,608.12,595.88,31819,254784022.0,002179,中航光电
2022-05-19,597.0,613.31,615.68,594.03,43888,354118544.0,002179,中航光电
2022-05-20,614.35,608.86,614.79,595.59,43111,346876624.0,002179,中航光电
2022-05-23,611.53,602.93,611.83,594.03,40756,324858928.0,002179,中航光电
2022-05-24,599.67,597.0,615.53,586.69,65323,526041120.0,002179,中航光电
2022-05-25,596.18,602.93,604.41,586.39,49957,395930080.0,002179,中航光电
2022-05-26,601.45,628.36,661.21,601.45,143618,1215289136.0,002179,中航光电
2022-05-27,638.52,628.21,640.23,623.32,62405,523512928.0,002179,中航光电
2022-05-30,629.92,622.43,631.85,617.16,59355,492268112.0,002179,中航光电
2022-05-31,622.43,623.62,629.62,617.83,44605,370148528.0,002179,中航光电
2022-06-01,622.95,624.06,627.77,618.72,36281,300946016.0,002179,中航光电
2022-06-02,619.98,645.64,647.79,619.98,58462,496895696.0,002179,中航光电
2022-06-06,652.53,661.73,667.88,646.08,66864,586570544.0,002179,中航光电
2022-06-07,661.21,655.35,663.43,635.41,52150,451671824.0,002179,中航光电
2022-06-08,654.09,649.64,661.95,646.16,67947,592022848.0,002179,中航光电
2022-06-09,647.64,641.71,648.83,632.66,63032,535098576.0,002179,中航光电
2022-06-10,641.49,669.88,670.03,631.85,104008,915371872.0,002179,中航光电
2022-06-13,684.7,652.83,684.7,645.88,137656,852416096.0,002179,中航光电
2022-06-14,645.56,629.99,645.56,610.27,153546,907290096.0,002179,中航光电
2022-06-15,629.89,626.26,641.2,620.44,112943,671990480.0,002179,中航光电
2022-06-16,626.26,633.63,641.93,621.69,114766,687101712.0,002179,中航光电
