ticker,month,monthly_ret,cpi_yoy,m2_yoy
600048,2014-08,-0.056572379367720416,2.0,12.8
600048,2014-09,-0.021164021164021163,1.6,12.9
600048,2014-10,0.03963963963963968,1.60114868,12.6
600048,2014-11,0.24783362218370897,1.4,12.3
600048,2014-12,0.5027777777777778,1.5,12.2
600048,2015-01,-0.031423290203327126,0.8,10.8
600048,2015-02,-0.027671755725190872,1.4,12.5
600048,2015-03,0.12757605495583912,1.4,11.6
600048,2015-04,0.30287206266318534,1.5,10.1
600048,2015-05,-0.19305277221108885,1.2,10.8
600048,2015-06,-0.054635761589403975,1.4,11.8
600048,2015-07,-0.19439579684763575,1.6,13.3
600048,2015-08,-0.08695652173913038,2.0,13.3
600048,2015-09,-0.04880952380952386,1.59560463,13.1
600048,2015-10,0.09136420525657085,1.3,13.5
600048,2015-11,0.10091743119266039,1.5,13.7
600048,2015-12,0.10833333333333339,1.6,13.3
600048,2016-01,-0.181390977443609,1.8,14.0
600048,2016-02,0.042479908151549894,2.3,13.3
600048,2016-03,0.022026431718061623,2.3,13.4
600048,2016-04,-0.03556034482758619,2.3,12.8
600048,2016-05,-0.05139664804469268,2.0,11.8
600048,2016-06,0.016489988221437102,1.9,11.8
600048,2016-07,0.04171494785631502,1.8,10.2
600048,2016-08,0.0901001112347053,1.3,11.4
600048,2016-09,-0.020408163265306256,1.9,11.5
600048,2016-10,-0.04687499999999989,2.1,11.6
600048,2016-11,0.07978142076502737,2.3,11.4
600048,2016-12,-0.07591093117408909,2.1,11.3
600048,2017-01,0.009857612267250904,2.5,10.7032
600048,2017-02,0.027114967462039008,0.8,10.45
600048,2017-03,0.0063357972544877406,0.9,10.1178
600048,2017-04,-0.011542497376705096,1.2,9.8426
600048,2017-05,0.028662420382165488,1.5,9.1289
600048,2017-06,0.028895768833849367,1.5,9.1013
600048,2017-07,0.054162487462387165,1.4,8.89
600048,2017-08,-0.01902949571836343,1.8,8.5633
600048,2017-09,0.008729388942773975,1.6,8.976
600048,2017-10,0.04711538461538467,1.9,8.8771
600048,2017-11,0.15702479338842967,1.7,9.1148
600048,2017-12,0.12301587301587302,1.8,8.0654
600048,2018-01,0.21766784452296828,1.5,8.6
600048,2018-02,-0.150899593731863,2.9,8.8
600048,2018-03,-0.07928913192071085,2.1,8.2
600048,2018-04,-0.025241276911655564,1.8,8.3
600048,2018-05,-0.06016755521706019,1.8,8.3
600048,2018-06,-0.011345218800648316,1.9,8.0
600048,2018-07,-0.0057377049180327155,2.1,8.5
600048,2018-08,0.012366034624896827,2.3,8.2
600048,2018-09,-0.00895765472312704,2.5,8.3
600048,2018-10,0.03533278553820862,2.5,8.0
600048,2018-11,0.039682539682539764,2.2,8.0
600048,2018-12,-0.10000000000000009,1.9,8.1
600048,2019-01,0.09245122985581022,1.7,8.4
600048,2019-02,0.025621118012422395,1.5,8.0
600048,2019-03,0.07797123391370175,2.3,8.6
600048,2019-04,-0.0526685393258427,2.5,8.5
600048,2019-05,-0.09859154929577463,2.7,8.5
600048,2019-06,0.049342105263157965,2.7,8.5
600048,2019-07,0.11363636363636376,2.8,8.1
600048,2019-08,-0.053483462350457533,2.8,8.2
600048,2019-09,0.06319702602230493,3.0,8.4
600048,2019-10,0.007692307692307665,3.8,8.4
600048,2019-11,0.001387925052047212,4.5,8.2
600048,2019-12,0.1212751212751213,4.5,8.7
600048,2020-01,-0.05253399258343627,5.4,8.4
600048,2020-02,0.056099151989563056,5.2,8.8
600048,2020-03,-0.08153180975911067,4.3,10.1
